127.0.0.1 - - [07/Dec/2021:15:01:11 +0900] "GET /201844102_final/join.jsp HTTP/1.1" 200 1899
127.0.0.1 - - [07/Dec/2021:15:01:11 +0900] "GET /201844102_final/main.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:15:01:11 +0900] "GET /201844102_final/backgroundcolor.png HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:15:01:13 +0900] "GET /201844102_final/index.jsp? HTTP/1.1" 200 5757
127.0.0.1 - - [07/Dec/2021:15:01:13 +0900] "GET /201844102_final/main.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:15:01:13 +0900] "GET /201844102_final/backgroundcolor.png HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:15:01:18 +0900] "POST /201844102_final/login_Action.jsp HTTP/1.1" 200 251
127.0.0.1 - - [07/Dec/2021:15:01:19 +0900] "GET /201844102_final/afterlogin.jsp HTTP/1.1" 200 1893
127.0.0.1 - - [07/Dec/2021:15:01:19 +0900] "GET /201844102_final/afterloginmain.css HTTP/1.1" 200 1651
127.0.0.1 - - [07/Dec/2021:15:01:19 +0900] "GET /201844102_final/leftimage.jpg HTTP/1.1" 200 7377695
127.0.0.1 - - [07/Dec/2021:15:01:19 +0900] "GET /201844102_final/rightimage.jpg HTTP/1.1" 200 7907804
127.0.0.1 - - [07/Dec/2021:15:01:23 +0900] "GET /201844102_final/afterloginright.jsp HTTP/1.1" 200 2441
127.0.0.1 - - [07/Dec/2021:15:01:23 +0900] "GET /201844102_final/main.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:15:01:23 +0900] "GET /201844102_final/backgroundcolor.png HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:15:01:28 +0900] "GET /201844102_final/afterlogincenter.jsp HTTP/1.1" 200 2459
127.0.0.1 - - [07/Dec/2021:15:01:28 +0900] "GET /201844102_final/main.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:15:01:28 +0900] "GET /201844102_final/backgroundcolor.png HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:15:01:35 +0900] "GET /201844102_final/view.jsp?boardNumber=2 HTTP/1.1" 200 2005
127.0.0.1 - - [07/Dec/2021:15:01:35 +0900] "GET /201844102_final/main.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:15:01:35 +0900] "GET /201844102_final/backgroundcolor.png HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:15:01:39 +0900] "GET /201844102_final/afterlogincenter.jsp HTTP/1.1" 200 2459
127.0.0.1 - - [07/Dec/2021:15:01:39 +0900] "GET /201844102_final/main.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:15:01:39 +0900] "GET /201844102_final/backgroundcolor.png HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:15:01:41 +0900] "GET /201844102_final/afterlogin.jsp HTTP/1.1" 200 1893
127.0.0.1 - - [07/Dec/2021:15:01:43 +0900] "GET /201844102_final/afterloginleft.jsp HTTP/1.1" 200 3239
127.0.0.1 - - [07/Dec/2021:15:01:43 +0900] "GET /201844102_final/main.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:15:01:49 +0900] "GET /201844102_final/ballad.png HTTP/1.1" 200 29260
127.0.0.1 - - [07/Dec/2021:15:01:50 +0900] "GET /201844102_final/hiphap.png HTTP/1.1" 200 148390
127.0.0.1 - - [07/Dec/2021:15:01:50 +0900] "GET /201844102_final/afterloginleft_3.jsp HTTP/1.1" 200 6099
127.0.0.1 - - [07/Dec/2021:15:01:50 +0900] "GET /201844102_final/main.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:15:02:08 +0900] "GET /201844102_final/afterloginleft.jsp HTTP/1.1" 200 3250
127.0.0.1 - - [07/Dec/2021:15:02:08 +0900] "GET /201844102_final/main.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:15:02:08 +0900] "GET /201844102_final/backgroundcolor.jpg HTTP/1.1" 404 846
127.0.0.1 - - [07/Dec/2021:15:02:31 +0900] "GET /201844102_final/afterloginleft.jsp HTTP/1.1" 200 3250
127.0.0.1 - - [07/Dec/2021:15:02:31 +0900] "GET /201844102_final/main.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:15:02:31 +0900] "GET /201844102_final/backgroundcolor.png HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:15:02:32 +0900] "GET /201844102_final/afterloginleft_1.jsp HTTP/1.1" 200 6062
127.0.0.1 - - [07/Dec/2021:15:02:37 +0900] "GET /201844102_final/afterloginleft_2.jsp HTTP/1.1" 200 5647
127.0.0.1 - - [07/Dec/2021:15:02:42 +0900] "GET /201844102_final/afterloginleft.jsp HTTP/1.1" 200 3250
